Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Breeze,GIANTX,2,0,1,1,8,4,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Breeze,Team Liquid,8,4,1,0,2,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Pearl,GIANTX,10,0,2,1,4,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Pearl,Team Liquid,4,0,1,1,10,0,2,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Bind,GIANTX,8,0,6,0,8,2,5,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Bind,Team Liquid,8,2,5,1,8,0,6,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Abyss,Team Heretics,7,1,3,0,7,1,5,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Abyss,Team Liquid,7,1,5,0,7,1,3,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Bind,Team Heretics,1,1,1,0,10,3,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Bind,Team Liquid,10,3,0,0,1,1,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Abyss,FNATIC,11,1,1,0,2,2,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Abyss,Team Vitality,2,2,1,0,11,1,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Bind,FNATIC,7,3,2,1,3,1,4,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Bind,Team Vitality,3,1,4,0,7,3,2,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Haven,Gentle Mates,6,0,7,0,8,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Haven,BBL Esports,8,1,2,0,6,0,7,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Abyss,Gentle Mates,8,1,3,1,8,4,1,2
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Abyss,BBL Esports,8,4,1,2,8,1,3,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Pearl,Gentle Mates,8,3,3,0,13,0,2,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Pearl,BBL Esports,13,0,2,1,8,3,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Split,Gentle Mates,11,0,2,0,2,1,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Split,BBL Esports,2,1,1,0,11,0,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Corrode,Gentle Mates,3,0,3,0,8,3,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Corrode,BBL Esports,8,3,2,0,3,0,3,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Corrode,Team Vitality,11,2,0,0,5,2,0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Corrode,Team Liquid,5,2,0,1,11,2,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Bind,Team Vitality,2,1,0,0,9,1,2,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Bind,Team Liquid,9,1,2,1,2,1,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,Team Vitality,6,0,2,1,8,1,4,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,Team Liquid,8,1,4,0,6,0,2,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,Gentle Mates,4,2,4,0,8,2,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,FNATIC,8,2,3,0,4,2,4,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,Gentle Mates,9,0,5,0,10,1,5,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,FNATIC,10,1,5,0,9,0,5,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,Gentle Mates,6,5,1,1,4,0,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,FNATIC,4,0,2,0,6,5,1,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,Gentle Mates,7,3,4,0,6,2,2,2
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,FNATIC,6,2,2,2,7,3,4,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Haven,Gentle Mates,9,1,1,3,6,2,3,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Haven,FNATIC,6,2,3,1,9,1,1,3
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,FNATIC,5,1,0,0,9,2,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,Team Liquid,9,2,1,1,5,1,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,FNATIC,8,1,1,0,10,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,Team Liquid,10,1,2,0,8,1,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,FNATIC,9,0,7,0,15,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,Team Liquid,15,1,2,0,9,0,7,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,Nongshim RedForce,8,4,1,0,1,1,3,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,Team Secret,1,1,3,0,8,4,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,Nongshim RedForce,10,2,1,0,5,2,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,Team Secret,5,2,0,1,10,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,ZETA DIVISION,3,1,0,0,7,2,4,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,FULL SENSE,7,2,4,0,3,1,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Split,ZETA DIVISION,2,0,0,0,10,3,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Split,FULL SENSE,10,3,0,0,2,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,4,1,2,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,Global Esports,8,0,5,0,4,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,6,0,0,1,12,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,Global Esports,12,0,1,0,6,0,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Abyss,DetonatioN FocusMe,7,1,5,0,5,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Abyss,Gen.G,5,1,1,1,7,1,5,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Pearl,DetonatioN FocusMe,7,2,3,1,3,2,4,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Pearl,Gen.G,3,2,4,1,7,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Haven,T1,4,0,0,0,9,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Haven,Nongshim RedForce,9,2,2,0,4,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Corrode,T1,6,1,1,1,5,4,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Corrode,Nongshim RedForce,5,4,3,1,6,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Split,T1,10,0,1,2,7,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Split,Nongshim RedForce,7,1,1,0,10,0,1,2
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Breeze,DRX,9,2,2,0,4,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Breeze,FULL SENSE,4,2,3,1,9,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Pearl,DRX,4,1,2,1,6,3,4,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Pearl,FULL SENSE,6,3,4,0,4,1,2,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Split,DRX,6,0,1,1,9,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Split,FULL SENSE,9,3,1,0,6,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Breeze,Paper Rex,5,1,6,1,6,0,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Breeze,Global Esports,6,0,3,1,5,1,6,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Split,Paper Rex,2,0,2,1,8,1,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Split,Global Esports,8,1,3,1,2,0,2,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Bind,Paper Rex,8,1,3,1,9,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Bind,Global Esports,9,0,1,0,8,1,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,Haven,Rex Regum Qeon,7,0,5,1,4,1,4,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,4,1,4,1,7,0,5,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,Corrode,Rex Regum Qeon,9,1,2,1,2,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,Corrode,DetonatioN FocusMe,2,2,1,0,9,1,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Team Secret vs DetonatioN FocusMe,Split,Team Secret,2,0,0,0,10,0,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Team Secret vs DetonatioN FocusMe,Split,DetonatioN FocusMe,10,0,2,1,2,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Team Secret vs DetonatioN FocusMe,Bind,Team Secret,6,0,2,0,8,2,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Team Secret vs DetonatioN FocusMe,Bind,DetonatioN FocusMe,8,2,2,1,6,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,ZETA DIVISION vs Global Esports,Haven,ZETA DIVISION,8,2,1,0,10,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,ZETA DIVISION vs Global Esports,Haven,Global Esports,10,1,2,0,8,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,ZETA DIVISION vs Global Esports,Abyss,ZETA DIVISION,7,0,2,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,ZETA DIVISION vs Global Esports,Abyss,Global Esports,8,0,5,0,7,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Corrode,VARREL,3,5,3,2,5,3,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Corrode,DRX,5,3,2,0,3,5,3,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Split,VARREL,6,2,2,0,7,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Split,DRX,7,2,3,1,6,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Bind,VARREL,4,0,0,1,8,4,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Bind,DRX,8,4,1,0,4,0,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Breeze,Gen.G,9,1,3,0,5,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Breeze,T1,5,1,1,0,9,1,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Bind,Gen.G,4,3,1,0,8,0,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Bind,T1,8,0,4,1,4,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Haven,Gen.G,6,1,1,1,6,4,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Haven,T1,6,4,3,0,6,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Nongshim RedForce vs FULL SENSE,Split,Nongshim RedForce,9,2,3,0,10,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Nongshim RedForce vs FULL SENSE,Split,FULL SENSE,10,1,1,0,9,2,3,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Nongshim RedForce vs FULL SENSE,Bind,Nongshim RedForce,11,1,1,0,2,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Nongshim RedForce vs FULL SENSE,Bind,FULL SENSE,2,0,0,0,11,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Paper Rex vs Rex Regum Qeon,Bind,Paper Rex,5,1,0,0,9,1,3,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Paper Rex vs Rex Regum Qeon,Bind,Rex Regum Qeon,9,1,3,0,5,1,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Paper Rex vs Rex Regum Qeon,Pearl,Paper Rex,3,1,1,0,11,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Paper Rex vs Rex Regum Qeon,Pearl,Rex Regum Qeon,11,1,1,0,3,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Breeze,DetonatioN FocusMe,3,0,0,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Breeze,Global Esports,8,0,5,0,3,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Pearl,DetonatioN FocusMe,8,2,3,0,5,0,4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Pearl,Global Esports,5,0,4,0,8,2,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Split,DetonatioN FocusMe,9,1,2,1,5,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Split,Global Esports,5,2,1,0,9,1,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DRX vs T1,Split,DRX,4,0,2,2,5,3,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DRX vs T1,Split,T1,5,3,4,1,4,0,2,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DRX vs T1,Bind,DRX,5,0,2,1,9,1,1,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DRX vs T1,Bind,T1,9,1,1,2,5,0,2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Bind,Team Secret,6,3,4,0,3,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Bind,ZETA DIVISION,3,0,1,0,6,3,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Split,Team Secret,3,0,1,0,10,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Split,ZETA DIVISION,10,2,1,0,3,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Abyss,Team Secret,3,3,5,0,8,2,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Abyss,ZETA DIVISION,8,2,3,0,3,3,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Breeze,VARREL,5,3,2,0,10,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Breeze,Gen.G,10,1,1,1,5,3,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,VARREL,14,1,5,0,11,1,3,3
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,Gen.G,11,1,3,3,14,1,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,VARREL,6,0,2,1,7,3,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,Gen.G,7,3,3,0,6,0,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,FULL SENSE,6,1,6,0,3,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,3,3,1,0,6,1,6,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,FULL SENSE,5,0,4,0,10,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,DetonatioN FocusMe,10,1,1,1,5,0,4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,6,0,0,0,7,1,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,7,1,4,1,6,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,10,1,2,0,6,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,6,2,2,0,10,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,7,1,1,0,12,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,12,0,1,0,7,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,3,3,2,0,9,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,9,2,2,0,3,3,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,11,2,0,0,5,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,5,0,2,0,11,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,1,2,3,1,7,3,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,7,3,3,0,1,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,9,2,1,1,7,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,7,2,0,0,9,2,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,8,0,5,0,11,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,11,2,2,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,7,1,4,1,7,0,3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,7,0,3,1,7,1,4,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Global Esports,8,1,4,0,10,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Gen.G,10,0,1,0,8,1,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,FULL SENSE,1,0,2,0,8,3,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,DRX,8,3,2,0,1,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,FULL SENSE,7,2,0,0,10,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,DRX,10,1,2,0,7,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Paper Rex,8,0,4,1,4,1,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Global Esports,4,1,5,0,8,0,4,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Paper Rex,6,0,0,0,10,0,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Global Esports,10,0,3,0,6,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Paper Rex,12,0,2,0,9,0,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Global Esports,9,0,3,0,12,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,DRX,6,2,2,1,10,0,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,Paper Rex,10,0,3,0,6,2,2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Corrode,DRX,9,1,3,0,6,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Corrode,Paper Rex,6,1,1,0,9,1,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Breeze,DRX,8,0,2,0,6,4,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Breeze,Paper Rex,6,4,3,0,8,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Pearl,DetonatioN FocusMe,5,2,0,0,7,3,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Pearl,T1,7,3,2,1,5,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Split,DetonatioN FocusMe,4,1,3,2,8,1,4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Split,T1,8,1,4,0,4,1,3,2
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Corrode,Nongshim RedForce,10,0,2,0,7,1,6,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Corrode,Rex Regum Qeon,7,1,6,0,10,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Bind,Nongshim RedForce,5,6,1,1,4,2,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Bind,Rex Regum Qeon,4,2,1,1,5,6,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Haven,Nongshim RedForce,7,3,3,0,4,0,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Haven,Rex Regum Qeon,4,0,0,1,7,3,3,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Abyss,Nongshim RedForce,10,1,0,0,5,3,3,2
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Abyss,Rex Regum Qeon,5,3,3,2,10,1,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Breeze,Nongshim RedForce,8,4,1,0,7,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Breeze,Rex Regum Qeon,7,0,0,0,8,4,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Haven,DetonatioN FocusMe,7,2,2,0,11,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Haven,Paper Rex,11,0,2,0,7,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Split,DetonatioN FocusMe,0,2,0,0,10,0,2,1
