Tournament,Stage,Match Type,Match Name,Map,Round Number,Eliminator Team,Eliminator,Eliminator Agent,Eliminated Team,Eliminated,Eliminated Agent,Kill Type
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,3,Xi Lai Gaming,Rarga,neon,Mega Minors,brawk,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,8,Xi Lai Gaming,happywei,viper,Mega Minors,Ethan,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,8,Xi Lai Gaming,happywei,viper,Mega Minors,skuba,killjoy,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,8,Xi Lai Gaming,happywei,viper,Mega Minors,mada,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,7,Xi Lai Gaming,happywei,viper,Mega Minors,Ethan,omen,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,7,Xi Lai Gaming,happywei,viper,Mega Minors,mada,neon,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,7,Xi Lai Gaming,happywei,viper,Mega Minors,keiko,viper,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,7,Xi Lai Gaming,happywei,viper,Mega Minors,brawk,sova,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,3,Mega Minors,brawk,sova,Xi Lai Gaming,happywei,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,3,Mega Minors,brawk,sova,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,8,Mega Minors,brawk,sova,Xi Lai Gaming,NoMan,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,8,Mega Minors,brawk,sova,Xi Lai Gaming,happywei,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Mega Minors,brawk,sova,Xi Lai Gaming,happywei,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Mega Minors,brawk,sova,Xi Lai Gaming,Lysoar,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Mega Minors,brawk,sova,Xi Lai Gaming,Rarga,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,3,Mega Minors,mada,neon,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,3,Mega Minors,mada,neon,Xi Lai Gaming,Rarga,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,5,Mega Minors,mada,neon,Xi Lai Gaming,NoMan,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,5,Mega Minors,mada,neon,Xi Lai Gaming,happywei,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,15,Mega Minors,mada,neon,Xi Lai Gaming,Rarga,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,15,Mega Minors,mada,neon,Xi Lai Gaming,happywei,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,14,Mega Minors,mada,neon,Xi Lai Gaming,Rarga,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,14,Mega Minors,mada,neon,Xi Lai Gaming,happywei,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,14,Mega Minors,mada,neon,Xi Lai Gaming,WsLeo,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,4,Mega Minors,mada,neon,Xi Lai Gaming,WsLeo,sova,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,4,Mega Minors,mada,neon,Xi Lai Gaming,happywei,viper,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,4,Mega Minors,mada,neon,Xi Lai Gaming,Lysoar,omen,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,4,Mega Minors,mada,neon,Xi Lai Gaming,NoMan,killjoy,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,2,Mega Minors,skuba,killjoy,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,2,Mega Minors,skuba,killjoy,Xi Lai Gaming,NoMan,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,9,Mega Minors,skuba,killjoy,Xi Lai Gaming,happywei,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,9,Mega Minors,skuba,killjoy,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,13,Mega Minors,skuba,killjoy,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,13,Mega Minors,skuba,killjoy,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,12,Mega Minors,Ethan,omen,Xi Lai Gaming,happywei,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,12,Mega Minors,Ethan,omen,Xi Lai Gaming,Rarga,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,12,Mega Minors,Ethan,omen,Xi Lai Gaming,NoMan,killjoy,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Mega Minors,keiko,viper,Xi Lai Gaming,NoMan,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Mega Minors,keiko,viper,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,6,Mega Minors,keiko,viper,Xi Lai Gaming,NoMan,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,6,Mega Minors,keiko,viper,Xi Lai Gaming,Rarga,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,15,Mega Minors,keiko,viper,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,15,Mega Minors,keiko,viper,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Mega Minors,keiko,viper,Xi Lai Gaming,WsLeo,sova,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,3,Xi Lai Gaming,NoMan,waylay,Mega Minors,skuba,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,3,Xi Lai Gaming,NoMan,waylay,Mega Minors,Ethan,tejo,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,8,Xi Lai Gaming,NoMan,waylay,Mega Minors,keiko,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,8,Xi Lai Gaming,NoMan,waylay,Mega Minors,brawk,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,13,Xi Lai Gaming,NoMan,waylay,Mega Minors,keiko,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,13,Xi Lai Gaming,NoMan,waylay,Mega Minors,Ethan,tejo,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,16,Xi Lai Gaming,Rarga,yoru,Mega Minors,skuba,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,16,Xi Lai Gaming,Rarga,yoru,Mega Minors,brawk,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,17,Xi Lai Gaming,Rarga,yoru,Mega Minors,keiko,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,17,Xi Lai Gaming,Rarga,yoru,Mega Minors,brawk,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,14,Xi Lai Gaming,Rarga,yoru,Mega Minors,brawk,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,14,Xi Lai Gaming,Rarga,yoru,Mega Minors,mada,waylay,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,14,Xi Lai Gaming,Rarga,yoru,Mega Minors,Ethan,tejo,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,18,Xi Lai Gaming,Rarga,yoru,Mega Minors,Ethan,tejo,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,18,Xi Lai Gaming,Rarga,yoru,Mega Minors,keiko,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,18,Xi Lai Gaming,Rarga,yoru,Mega Minors,mada,waylay,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,4,Xi Lai Gaming,WsLeo,sova,Mega Minors,brawk,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,4,Xi Lai Gaming,WsLeo,sova,Mega Minors,mada,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,16,Xi Lai Gaming,WsLeo,sova,Mega Minors,keiko,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,16,Xi Lai Gaming,WsLeo,sova,Mega Minors,Ethan,tejo,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Xi Lai Gaming,WsLeo,sova,Mega Minors,skuba,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Xi Lai Gaming,WsLeo,sova,Mega Minors,brawk,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Xi Lai Gaming,WsLeo,sova,Mega Minors,keiko,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,3,Xi Lai Gaming,Lysoar,omen,Mega Minors,mada,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,3,Xi Lai Gaming,Lysoar,omen,Mega Minors,brawk,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,10,Xi Lai Gaming,Lysoar,omen,Mega Minors,keiko,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,10,Xi Lai Gaming,Lysoar,omen,Mega Minors,mada,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,14,Xi Lai Gaming,Lysoar,omen,Mega Minors,keiko,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,14,Xi Lai Gaming,Lysoar,omen,Mega Minors,skuba,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,21,Xi Lai Gaming,Lysoar,omen,Mega Minors,Ethan,tejo,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,21,Xi Lai Gaming,Lysoar,omen,Mega Minors,keiko,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,18,Xi Lai Gaming,Lysoar,omen,Mega Minors,brawk,sova,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,9,Xi Lai Gaming,happywei,astra,Mega Minors,keiko,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,9,Xi Lai Gaming,happywei,astra,Mega Minors,brawk,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,9,Xi Lai Gaming,happywei,astra,Mega Minors,skuba,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,11,Xi Lai Gaming,happywei,astra,Mega Minors,keiko,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,11,Xi Lai Gaming,happywei,astra,Mega Minors,brawk,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,11,Xi Lai Gaming,happywei,astra,Mega Minors,skuba,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,22,Xi Lai Gaming,happywei,astra,Mega Minors,skuba,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,22,Xi Lai Gaming,happywei,astra,Mega Minors,keiko,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,22,Xi Lai Gaming,happywei,astra,Mega Minors,Ethan,tejo,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,9,Xi Lai Gaming,happywei,astra,Mega Minors,skuba,viper,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Mega Minors,brawk,sova,Xi Lai Gaming,Rarga,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Mega Minors,brawk,sova,Xi Lai Gaming,happywei,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,2,Mega Minors,brawk,sova,Xi Lai Gaming,happywei,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,2,Mega Minors,brawk,sova,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,4,Mega Minors,brawk,sova,Xi Lai Gaming,NoMan,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,4,Mega Minors,brawk,sova,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,8,Mega Minors,brawk,sova,Xi Lai Gaming,Rarga,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,8,Mega Minors,brawk,sova,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,16,Mega Minors,brawk,sova,Xi Lai Gaming,NoMan,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,16,Mega Minors,brawk,sova,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,5,Mega Minors,brawk,sova,Xi Lai Gaming,Lysoar,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,5,Mega Minors,brawk,sova,Xi Lai Gaming,NoMan,waylay,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,5,Mega Minors,brawk,sova,Xi Lai Gaming,WsLeo,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,5,Mega Minors,brawk,sova,Xi Lai Gaming,NoMan,waylay,1v2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,5,Mega Minors,brawk,sova,Xi Lai Gaming,WsLeo,sova,1v2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,10,Mega Minors,mada,waylay,Xi Lai Gaming,Rarga,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,10,Mega Minors,mada,waylay,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,18,Mega Minors,mada,waylay,Xi Lai Gaming,happywei,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,18,Mega Minors,mada,waylay,Xi Lai Gaming,NoMan,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,19,Mega Minors,mada,waylay,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,19,Mega Minors,mada,waylay,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,7,Mega Minors,mada,waylay,Xi Lai Gaming,happywei,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,7,Mega Minors,mada,waylay,Xi Lai Gaming,WsLeo,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,7,Mega Minors,mada,waylay,Xi Lai Gaming,Lysoar,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,4,Mega Minors,skuba,viper,Xi Lai Gaming,Rarga,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,4,Mega Minors,skuba,viper,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,15,Mega Minors,skuba,viper,Xi Lai Gaming,Rarga,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,15,Mega Minors,skuba,viper,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,20,Mega Minors,skuba,viper,Xi Lai Gaming,happywei,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,20,Mega Minors,skuba,viper,Xi Lai Gaming,Rarga,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,20,Mega Minors,skuba,viper,Xi Lai Gaming,NoMan,waylay,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,8,Mega Minors,skuba,viper,Xi Lai Gaming,NoMan,waylay,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,20,Mega Minors,skuba,viper,Xi Lai Gaming,NoMan,waylay,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Mega Minors,Ethan,tejo,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Mega Minors,Ethan,tejo,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,15,Mega Minors,Ethan,tejo,Xi Lai Gaming,Lysoar,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,15,Mega Minors,Ethan,tejo,Xi Lai Gaming,happywei,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,12,Mega Minors,Ethan,tejo,Xi Lai Gaming,happywei,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,12,Mega Minors,Ethan,tejo,Xi Lai Gaming,Lysoar,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,12,Mega Minors,Ethan,tejo,Xi Lai Gaming,Rarga,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Mega Minors,Ethan,tejo,Xi Lai Gaming,Lysoar,omen,1v2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Mega Minors,Ethan,tejo,Xi Lai Gaming,WsLeo,sova,1v2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,12,Mega Minors,Ethan,tejo,Xi Lai Gaming,Lysoar,omen,1v2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,12,Mega Minors,Ethan,tejo,Xi Lai Gaming,Rarga,yoru,1v2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,2,Mega Minors,keiko,omen,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,2,Mega Minors,keiko,omen,Xi Lai Gaming,Rarga,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,8,Mega Minors,keiko,omen,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,8,Mega Minors,keiko,omen,Xi Lai Gaming,happywei,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,9,Mega Minors,keiko,omen,Xi Lai Gaming,Rarga,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,9,Mega Minors,keiko,omen,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,10,Mega Minors,keiko,omen,Xi Lai Gaming,happywei,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,10,Mega Minors,keiko,omen,Xi Lai Gaming,NoMan,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,12,Mega Minors,keiko,omen,Xi Lai Gaming,NoMan,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,12,Mega Minors,keiko,omen,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,19,Mega Minors,keiko,omen,Xi Lai Gaming,Rarga,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,19,Mega Minors,keiko,omen,Xi Lai Gaming,happywei,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,21,Mega Minors,keiko,omen,Xi Lai Gaming,WsLeo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,21,Mega Minors,keiko,omen,Xi Lai Gaming,happywei,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,23,Mega Minors,keiko,omen,Xi Lai Gaming,happywei,astra,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,23,Mega Minors,keiko,omen,Xi Lai Gaming,WsLeo,sova,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,23,Mega Minors,keiko,omen,Xi Lai Gaming,Lysoar,omen,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,23,Mega Minors,keiko,omen,Xi Lai Gaming,NoMan,waylay,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,8,G2 Esports,BABYBAY,waylay,Paper Rex,f0rsakeN,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,8,G2 Esports,BABYBAY,waylay,Paper Rex,Jinggg,raze,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,3,G2 Esports,valyn,astra,Paper Rex,d4v41,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,3,G2 Esports,valyn,astra,Paper Rex,invy,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,7,G2 Esports,valyn,astra,Paper Rex,f0rsakeN,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,7,G2 Esports,valyn,astra,Paper Rex,Jinggg,raze,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,10,G2 Esports,valyn,astra,Paper Rex,d4v41,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,10,G2 Esports,valyn,astra,Paper Rex,invy,fade,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,10,G2 Esports,valyn,astra,Paper Rex,Jinggg,raze,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,19,G2 Esports,valyn,astra,Paper Rex,something,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,19,G2 Esports,valyn,astra,Paper Rex,invy,fade,3k
