Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,6,Paper Rex,,15.3k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,7,G2 Esports,,1.3k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,7,Paper Rex,,23.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,8,G2 Esports,,6.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,8,Paper Rex,,8.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,9,G2 Esports,,8.7k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,9,Paper Rex,,9.7k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,10,G2 Esports,,1.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,10,Paper Rex,,16.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,11,G2 Esports,,7.2k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,11,Paper Rex,,18.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,12,G2 Esports,,0.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,12,Paper Rex,,19.7k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,13,G2 Esports,,0.3k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,13,Paper Rex,,0.2k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,14,G2 Esports,,8.9k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,14,Paper Rex,,4.1k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,15,G2 Esports,,9.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,15,Paper Rex,,10.4k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,16,G2 Esports,,21.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,16,Paper Rex,,1.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,17,G2 Esports,,24.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,17,Paper Rex,,7.7k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,18,G2 Esports,,28.6k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,18,Paper Rex,,1.9k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,19,G2 Esports,,22.9k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,19,Paper Rex,,6.9k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,20,G2 Esports,,10.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,20,Paper Rex,,4.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,21,G2 Esports,,2.6k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,21,Paper Rex,,5.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,22,G2 Esports,,1.0k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,22,Paper Rex,,6.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,1,G2 Esports,,0.2k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,1,Paper Rex,,0.2k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,2,G2 Esports,,1.4k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,2,Paper Rex,,8.7k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,3,G2 Esports,,11.7k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,3,Paper Rex,,1.2k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,4,G2 Esports,,2.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,4,Paper Rex,,4.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,5,G2 Esports,,6.7k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,5,Paper Rex,,12.3k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,6,G2 Esports,,2.3k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,6,Paper Rex,,15.7k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,7,G2 Esports,,7.3k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,7,Paper Rex,,24.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,8,G2 Esports,,1.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,8,Paper Rex,,25.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,9,G2 Esports,,10.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,9,Paper Rex,,11.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,10,G2 Esports,,2.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,10,Paper Rex,,11.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,11,G2 Esports,,3.3k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,11,Paper Rex,,0.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,12,G2 Esports,,0.9k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,12,Paper Rex,,1.7k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,13,G2 Esports,,0.1k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,13,Paper Rex,,0.1k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,14,G2 Esports,,8.2k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,14,Paper Rex,,3.8k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,15,G2 Esports,,0.8k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,15,Paper Rex,,12.2k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,16,G2 Esports,,6.5k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,16,Paper Rex,,15.3k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,17,G2 Esports,,1.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,17,Paper Rex,,17.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,18,G2 Esports,,0.6k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,18,Paper Rex,,15.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,1,T1,,0.0k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,1,Team Liquid,,0.1k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,2,T1,,8.0k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,2,Team Liquid,,0.8k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,3,T1,,6.9k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,3,Team Liquid,,9.2k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,4,T1,,8.0k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,4,Team Liquid,,11.3k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,5,T1,,14.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,5,Team Liquid,,2.7k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,6,T1,,3.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,6,Team Liquid,,11.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,7,T1,,8.7k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,7,Team Liquid,,18.3k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,8,T1,,3.3k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,8,Team Liquid,,15.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,9,T1,,6.0k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,9,Team Liquid,,16.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,10,T1,,2.8k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,10,Team Liquid,,10.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,11,T1,,0.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,11,Team Liquid,,14.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,12,T1,,5.2k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,12,Team Liquid,,3.9k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,13,T1,,0.3k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,13,Team Liquid,,0.1k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,14,T1,,8.6k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,14,Team Liquid,,8.8k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,15,T1,,8.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,15,Team Liquid,,0.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,16,T1,,0.6k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,16,Team Liquid,,4.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,17,T1,,7.7k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,17,Team Liquid,,12.2k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,18,T1,,0.8k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,18,Team Liquid,,19.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,19,T1,,0.5k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,19,Team Liquid,,26.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,20,T1,,2.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,20,Team Liquid,,14.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,21,T1,,6.0k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,21,Team Liquid,,6.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,1,T1,,0.2k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,1,Team Liquid,,0.8k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,2,T1,,1.6k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,2,Team Liquid,,0.4k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,3,T1,,9.4k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,3,Team Liquid,,0.3k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,4,T1,,1.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,4,Team Liquid,,11.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,5,T1,,8.3k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,5,Team Liquid,,9.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,6,T1,,14.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,6,Team Liquid,,5.1k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,7,T1,,15.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,7,Team Liquid,,5.8k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,8,T1,,18.3k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,8,Team Liquid,,4.6k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,9,T1,,23.8k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,9,Team Liquid,,8.4k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,10,T1,,10.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,10,Team Liquid,,15.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,11,T1,,15.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,11,Team Liquid,,4.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,12,T1,,16.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,12,Team Liquid,,0.4k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,13,T1,,0.2k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,13,Team Liquid,,0.2k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,14,T1,,2.1k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,14,Team Liquid,,9.1k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,15,T1,,12.4k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,15,Team Liquid,,0.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,16,T1,,1.0k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,16,Team Liquid,,8.6k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,17,T1,,7.6k,Semi-eco: 5-10k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,17,Team Liquid,,14.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,18,T1,,12.2k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,18,Team Liquid,,3.6k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,19,T1,,17.6k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,19,Team Liquid,,6.2k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,20,T1,,7.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,20,Team Liquid,,5.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,21,T1,,5.4k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,21,Team Liquid,,6.6k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,22,T1,,0.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,22,Team Liquid,,17.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,23,T1,,4.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,23,Team Liquid,,5.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,24,T1,,0.4k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,24,Team Liquid,,6.6k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,25,T1,,0.6k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,25,Team Liquid,,1.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,26,T1,,1.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,26,Team Liquid,,1.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,27,T1,,1.0k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,27,Team Liquid,,1.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,28,T1,,1.0k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,28,Team Liquid,,1.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,1,Paper Rex,,0.2k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,1,Mega Minors,,0.1k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,2,Paper Rex,,9.2k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,2,Mega Minors,,5.4k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,3,Paper Rex,,0.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,3,Mega Minors,,14.1k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,4,Paper Rex,,3.2k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,4,Mega Minors,,23.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,5,Paper Rex,,7.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,5,Mega Minors,,12.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,6,Paper Rex,,12.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,6,Mega Minors,,6.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,7,Paper Rex,,21.3k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,7,Mega Minors,,4.3k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,8,Paper Rex,,23.8k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,8,Mega Minors,,1.7k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,9,Paper Rex,,9.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,9,Mega Minors,,3.3k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,10,Paper Rex,,2.7k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,10,Mega Minors,,7.8k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,11,Paper Rex,,10.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,11,Mega Minors,,9.6k,Semi-eco: 5-10k,Win
