Tournament,Stage,Match Type,Match Name,Team,Action,Map
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,JDG Esports,pick,Haven
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Titan Esports Club,ban,Breeze
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,JDG Esports,ban,Bind
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Wolves Esports,ban,Corrode
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,ban,Split
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Wolves Esports,pick,Breeze
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,pick,Abyss
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Wolves Esports,ban,Pearl
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,TYLOO,ban,Breeze
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,EDward Gaming,ban,Split
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,TYLOO,pick,Abyss
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,EDward Gaming,pick,Bind
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,TYLOO,ban,Corrode
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,EDward Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,All Gamers,ban,Breeze
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,Bilibili Gaming,ban,Corrode
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,All Gamers,pick,Split
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,Bilibili Gaming,pick,Abyss
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,All Gamers,ban,Haven
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,Bilibili Gaming,ban,Pearl
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Dragon Ranger Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,JDG Esports,ban,Pearl
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Dragon Ranger Gaming,pick,Abyss
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,JDG Esports,pick,Breeze
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Dragon Ranger Gaming,ban,Split
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,JDG Esports,ban,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,TYLOO,ban,Pearl
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,Nova Esports,ban,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,TYLOO,pick,Split
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,Nova Esports,pick,Corrode
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,TYLOO,ban,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,Nova Esports,ban,Haven
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Titan Esports Club,ban,Pearl
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Wolves Esports,ban,Corrode
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Titan Esports Club,pick,Breeze
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Wolves Esports,pick,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Titan Esports Club,ban,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Wolves Esports,ban,Split
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Trace Esports,ban,Breeze
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,JDG Esports,ban,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Trace Esports,pick,Split
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,JDG Esports,pick,Pearl
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Trace Esports,ban,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,JDG Esports,ban,Haven
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,ban,Corrode
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,ban,Split
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,pick,Pearl
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,pick,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,ban,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,TYLOO,ban,Haven
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Titan Esports Club,ban,Pearl
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,TYLOO,pick,Corrode
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Titan Esports Club,pick,Breeze
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,TYLOO,ban,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Titan Esports Club,ban,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Trace Esports,ban,Pearl
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Bilibili Gaming,ban,Corrode
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Trace Esports,pick,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Bilibili Gaming,pick,Breeze
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Trace Esports,ban,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Bilibili Gaming,ban,Split
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Nova Esports,ban,Bind
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Wolves Esports,ban,Corrode
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Nova Esports,pick,Abyss
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Wolves Esports,pick,Haven
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Nova Esports,ban,Split
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Wolves Esports,ban,Breeze
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,All Gamers,ban,Breeze
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Corrode
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,All Gamers,pick,Bind
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Split
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,All Gamers,ban,Pearl
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,JDG Esports,ban,Breeze
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Split
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,JDG Esports,pick,Pearl
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,FunPlus Phoenix,pick,Bind
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,JDG Esports,ban,Corrode
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Abyss
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,EDward Gaming,ban,Breeze
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,Xi Lai Gaming,ban,Corrode
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,EDward Gaming,pick,Split
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,Xi Lai Gaming,pick,Pearl
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,EDward Gaming,ban,Abyss
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,Xi Lai Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Trace Esports,ban,Pearl
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Wolves Esports,ban,Corrode
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Trace Esports,pick,Abyss
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Wolves Esports,pick,Bind
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Trace Esports,ban,Haven
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Wolves Esports,ban,Breeze
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Dragon Ranger Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,TYLOO,ban,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Dragon Ranger Gaming,pick,Corrode
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,TYLOO,pick,Split
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Dragon Ranger Gaming,ban,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,TYLOO,ban,Breeze
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,JDG Esports,ban,Breeze
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Titan Esports Club,ban,Pearl
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,JDG Esports,pick,Bind
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Titan Esports Club,pick,Haven
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,JDG Esports,ban,Corrode
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Titan Esports Club,ban,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Corrode
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Pearl
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,EDward Gaming,pick,Haven
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Split
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,TYLOO,ban,Split
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,Trace Esports,ban,Pearl
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,TYLOO,pick,Haven
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,Trace Esports,pick,Abyss
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,TYLOO,ban,Corrode
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,Trace Esports,ban,Bind
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,JDG Esports,ban,Breeze
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,EDward Gaming,ban,Pearl
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,JDG Esports,pick,Abyss
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,EDward Gaming,pick,Haven
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,JDG Esports,ban,Bind
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,EDward Gaming,ban,Split
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Dragon Ranger Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Corrode
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Dragon Ranger Gaming,pick,Split
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Abyss
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Dragon Ranger Gaming,ban,Bind
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Pearl
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,EDward Gaming,ban,Breeze
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,TYLOO,ban,Abyss
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,EDward Gaming,pick,Bind
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,TYLOO,pick,Haven
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,EDward Gaming,ban,Split
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,TYLOO,ban,Pearl
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,EDward Gaming,ban,Breeze
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Dragon Ranger Gaming,ban,Abyss
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,EDward Gaming,pick,Split
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Dragon Ranger Gaming,pick,Pearl
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,EDward Gaming,ban,Bind
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Dragon Ranger Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Xi Lai Gaming,ban,Corrode
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,All Gamers,ban,Breeze
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Xi Lai Gaming,pick,Pearl
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,All Gamers,pick,Split
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Xi Lai Gaming,pick,Bind
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,All Gamers,pick,Abyss
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Haven
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,ban,Corrode
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Abyss
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,pick,Bind
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Breeze
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,pick,Pearl
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Bilibili Gaming,ban,Corrode
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,EDward Gaming,ban,Breeze
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Bilibili Gaming,pick,Pearl
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,EDward Gaming,pick,Haven
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Bilibili Gaming,pick,Abyss
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,EDward Gaming,pick,Split
