Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,VARREL,XuNa,sova,8,1,1,,,1,,,,53,7,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,Gen.G,Lakia,tejo,4,,,,1,,,,,33,10,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,Gen.G,t3xture,neon,7,1,,,,1,,,,36,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,Gen.G,Ash,astra,5,1,,,,,,,,34,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,Gen.G,Karon,killjoy,3,3,,,1,,,,,46,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,Gen.G,ZynX,yoru,5,4,,,1,,,,,45,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,VARREL,C1ndeR,omen,,1,,,,,,,,46,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,VARREL,Klaus,cypher,5,,,,1,,,,,44,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,VARREL,oonzmlp,yoru,2,1,,,,,,,,48,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,VARREL,Zexy,jett,6,,,,,,,,,61,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,VARREL,XuNa,sova,2,,1,,,,,,,55,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,Gen.G,Lakia,sova,3,3,,,,,,,,63,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,Gen.G,t3xture,jett,5,2,,,,1,,,,65,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,Gen.G,Ash,omen,1,1,,,,1,,,,30,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,Gen.G,Karon,cypher,3,,,,,1,,,,41,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,Gen.G,ZynX,yoru,4,2,,,1,,,,,54,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,Killua,"fade, sova",5,6,,,,,,,,53,12,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,JitBoyS,"cypher, killjoy, viper",4,3,,,1,,,,,47,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,primmie,yoru,7,6,,,1,,,,,63,0,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,Leviathan,"astra, omen",7,3,1,,2,1,,1,,58,6,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,thyy,"raze, waylay",5,3,,,1,,,,,48,2,5
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Meiy,"neon, raze, yoru",7,2,1,,1,1,,,,57,2,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Akame,"fade, sova",4,1,,,,,,,,43,19,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,SSeeS,"astra, omen",11,2,,,1,,,,,60,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Caedye,"killjoy, phoenix, viper",6,3,1,,,,1,,,59,3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,yatsuka,"chamber, yoru",10,7,,,2,1,,,,59,2,3
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,FULL SENSE,Killua,fade,2,,,,,,,,,45,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,FULL SENSE,JitBoyS,killjoy,2,2,,,,,,,,63,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,FULL SENSE,primmie,yoru,5,1,,,1,,,,,64,0,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,FULL SENSE,Leviathan,astra,2,,1,,,,,1,,68,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,FULL SENSE,thyy,raze,3,3,,,,,,,,72,1,3
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Meiy,neon,1,,,,1,,,,,35,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Akame,sova,1,,,,,,,,,41,7,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,SSeeS,astra,4,,,,,,,,,54,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Caedye,killjoy,,1,,,,,1,,,40,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,yatsuka,yoru,4,2,,,,,,,,61,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,FULL SENSE,Killua,fade,2,2,,,,,,,,48,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,FULL SENSE,JitBoyS,viper,,,,,1,,,,,30,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,FULL SENSE,primmie,yoru,,4,,,,,,,,65,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,FULL SENSE,Leviathan,omen,2,2,,,1,,,,,47,1,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,FULL SENSE,thyy,raze,1,,,,1,,,,,43,0,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,DetonatioN FocusMe,Meiy,raze,4,2,,,,,,,,65,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,DetonatioN FocusMe,Akame,fade,2,1,,,,,,,,54,7,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,DetonatioN FocusMe,SSeeS,omen,4,1,,,,,,,,61,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,DetonatioN FocusMe,Caedye,viper,2,2,,,,,,,,69,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,DetonatioN FocusMe,yatsuka,yoru,4,2,,,1,1,,,,51,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,Killua,sova,1,4,,,,,,,,66,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,JitBoyS,cypher,2,1,,,,,,,,49,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,primmie,yoru,2,1,,,,,,,,61,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,Leviathan,omen,3,1,,,1,1,,,,58,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,thyy,waylay,1,,,,,,,,,29,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Meiy,yoru,2,,1,,,1,,,,70,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Akame,fade,1,,,,,,,,,35,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,SSeeS,astra,3,1,,,1,,,,,64,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Caedye,phoenix,4,,1,,,,,,,69,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,yatsuka,chamber,2,3,,,1,,,,,64,0,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,Jinggg,"jett, neon, raze",9,2,,,,,,,,60,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,invy,"kayo, sova",11,4,2,,1,1,,,,76,13,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,f0rsakeN,"astra, fade",7,1,1,,,,,,,39,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,d4v41,"brimstone, tejo, viper",7,,,,,,,,,50,4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,something,"chamber, veto, yoru",3,4,,,2,,,,,44,1,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,stax,"fade, sova",5,,1,,,,,,,49,10,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,BuZz,"jett, neon, waylay",6,3,1,,1,,,,,47,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,Munchkin,"astra, brimstone, viper",4,3,,,2,,1,,,41,8,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,Meteor,"astra, killjoy, viper",6,6,,,,,1,,,53,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,iZu,yoru,16,3,1,,,2,,,,55,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,Jinggg,neon,2,1,,,,,,,,62,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,invy,sova,5,1,1,,1,,,,,87,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,f0rsakeN,astra,5,1,,,,,,,,51,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,d4v41,tejo,1,,,,,,,,,47,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,something,chamber,2,1,,,1,,,,,58,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,stax,sova,4,,1,,,,,,,66,5,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,BuZz,neon,1,1,,,,,,,,34,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,Munchkin,astra,,1,,,,,1,,,44,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,Meteor,killjoy,2,1,,,,,,,,39,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,iZu,yoru,2,,,,,,,,,28,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,Jinggg,jett,2,,,,,,,,,37,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,invy,sova,5,1,1,,,1,,,,90,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,f0rsakeN,astra,1,,1,,,,,,,39,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,d4v41,viper,6,,,,,,,,,59,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,something,yoru,,1,,,1,,,,,24,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,stax,sova,1,,,,,,,,,52,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,BuZz,jett,3,1,1,,1,,,,,52,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,Munchkin,viper,2,2,,,2,,,,,43,4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,Meteor,astra,3,3,,,,,1,,,68,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,iZu,yoru,7,1,,,,1,,,,65,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,Jinggg,raze,5,1,,,,,,,,81,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,invy,kayo,1,2,,,,,,,,52,4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,f0rsakeN,fade,1,,,,,,,,,26,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,d4v41,brimstone,,,,,,,,,,43,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,something,veto,1,2,,,,,,,,50,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,stax,fade,,,,,,,,,,29,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,BuZz,waylay,2,1,,,,,,,,54,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,Munchkin,brimstone,2,,,,,,,,,37,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,Meteor,viper,1,2,,,,,,,,53,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,iZu,yoru,7,2,1,,,1,,,,73,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,free1ng,tejo,6,4,,,2,,,,,52,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,MaKo,"brimstone, omen",8,4,,,1,,,,,48,2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,BeYN,"breach, kayo",11,3,,,,,,,,58,17,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,Hermes,"cypher, viper",10,1,,,2,,,,,51,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,HYUNMIN,waylay,10,4,1,,,,,,,59,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,eKo,"neon, waylay",10,1,,,,1,,,,49,4,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,SugarZ3ro,"brimstone, omen",9,2,,,,,,,,51,3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,SyouTa,"cypher, viper",6,,,,,,,,,45,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,Xdll,"fade, skye, sova",3,,2,,,,1,,,48,13,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,Absol,"raze, yoru",8,4,,,1,,,,,44,1,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,free1ng,tejo,4,,,,,,,,,63,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,MaKo,omen,5,2,,,,,,,,56,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,BeYN,breach,4,2,,,,,,,,55,7,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,Hermes,cypher,5,,,,,,,,,46,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,HYUNMIN,waylay,5,,1,,,,,,,62,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,eKo,neon,2,1,,,,,,,,42,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,SugarZ3ro,omen,4,,,,,,,,,60,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,SyouTa,cypher,2,,,,,,,,,31,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,Xdll,sova,1,,1,,,,,,,60,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,Absol,yoru,1,,,,,,,,,18,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,free1ng,tejo,,2,,,,,,,,40,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,MaKo,brimstone,,,,,1,,,,,29,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,BeYN,kayo,3,,,,,,,,,53,6,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,Hermes,viper,3,1,,,,,,,,64,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,HYUNMIN,waylay,1,3,,,,,,,,63,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,eKo,waylay,3,,,,,1,,,,50,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,SugarZ3ro,brimstone,2,1,,,,,,,,47,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,SyouTa,viper,3,,,,,,,,,57,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,Xdll,skye,1,,1,,,,1,,,42,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,Absol,raze,2,4,,,1,,,,,54,0,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,free1ng,tejo,2,2,,,2,,,,,52,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,MaKo,omen,3,2,,,,,,,,59,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,BeYN,breach,4,1,,,,,,,,65,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,Hermes,viper,2,,,,2,,,,,44,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,HYUNMIN,waylay,4,1,,,,,,,,51,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,eKo,neon,5,,,,,,,,,54,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,SugarZ3ro,omen,3,1,,,,,,,,45,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,SyouTa,viper,1,,,,,,,,,46,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,Xdll,fade,1,,,,,,,,,43,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,Absol,yoru,5,,,,,,,,,61,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,Autumn,"jett, yoru",18,3,1,1,1,,,,,57,2,5
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,UdoTan,veto,11,6,2,,1,,,,,55,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,Kr1stal,sova,4,2,1,,,1,,,,42,11,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,xavi8k,astra,10,2,2,,1,1,,,,39,6,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,PatMen,"omen, skye",8,4,,,,,,,,38,2,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,Lakia,sova,4,3,,,2,,,,,48,13,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,t3xture,"jett, yoru",11,2,2,,,,,,,47,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,Ash,"astra, omen",5,,,,3,,,,,35,7,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,Karon,"cypher, veto, viper",10,4,2,,3,,,,,60,5,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,ZynX,"waylay, yoru",10,6,1,,,,,,,56,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,Autumn,yoru,6,1,,,,,,,,44,0,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,UdoTan,veto,6,3,1,,,,,,,60,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,Kr1stal,sova,2,2,,,,1,,,,31,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,xavi8k,astra,2,,,,,,,,,20,3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,PatMen,omen,2,3,,,,,,,,45,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,Lakia,sova,2,2,,,1,,,,,38,3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,t3xture,jett,4,2,1,,,,,,,55,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,Ash,astra,1,,,,,,,,,29,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,Karon,viper,1,,1,,1,,,,,45,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,ZynX,yoru,7,2,1,,,,,,,80,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,Autumn,yoru,6,,,,,,,,,60,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,UdoTan,veto,2,1,1,,,,,,,53,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,Kr1stal,sova,2,,1,,,,,,,61,6,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,xavi8k,astra,4,1,1,,,1,,,,48,2,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,PatMen,omen,2,1,,,,,,,,33,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,Lakia,sova,1,,,,,,,,,46,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,t3xture,yoru,2,,1,,,,,,,37,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,Ash,astra,2,,,,3,,,,,43,1,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,Karon,veto,6,2,,,1,,,,,71,2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,ZynX,waylay,2,,,,,,,,,43,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Global Esports,Autumn,jett,6,2,1,1,1,,,,,68,1,2
