Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,Karmine Corp,Avez,tejo,2,1,,,,,,,,47,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,Karmine Corp,dos9,astra,3,1,,,1,,,,,53,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,Karmine Corp,LewN,yoru,2,1,1,,,,,,,59,0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,FUT Esports,MrFaliN,fade,5,,,,,,,,,60,4,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,FUT Esports,yetujey,chamber,2,1,,,,,,,,66,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,FUT Esports,baha,astra,2,,,,,,,,,33,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,FUT Esports,xeus,waylay,1,,,,,,,,,40,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,FUT Esports,KROSTALY,tejo,1,,,,,,,,,27,3,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,PCIFIC Esports,cNed,waylay,4,1,,,,,,,,41,0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,PCIFIC Esports,al0rante,"brimstone, viper",6,2,,,,,,,,57,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,PCIFIC Esports,qpert,omen,1,1,,,,,,,,34,3,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,PCIFIC Esports,seven,kayo,2,1,1,,,,,1,,40,5,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,PCIFIC Esports,NINJA,"fade, tejo",5,3,,,1,,,,,50,1,2
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,ULF Esports,sturNN,"breach, viper",8,1,,,,,,,,47,9,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,ULF Esports,nekky,"fade, sova",7,1,,,,1,,,,51,2,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,ULF Esports,d3mur,"jett, waylay",10,1,1,,1,,,,,59,2,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,ULF Esports,audaz,"astra, omen",4,3,,,2,,,,,65,2,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,All Maps,ULF Esports,Favian,"breach, waylay",8,2,,,2,,,,,58,7,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,PCIFIC Esports,cNed,waylay,3,,,,,,,,,43,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,PCIFIC Esports,al0rante,viper,4,,,,,,,,,56,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,PCIFIC Esports,qpert,omen,1,,,,,,,,,33,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,PCIFIC Esports,seven,kayo,1,,,,,,,,,27,3,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,PCIFIC Esports,NINJA,fade,2,,,,,,,,,36,0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,ULF Esports,sturNN,viper,5,1,,,,,,,,56,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,ULF Esports,nekky,fade,3,,,,,,,,,52,2,0
