Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,GLYPH,EDward Gaming,ZmjjKK,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,GLYPH,EDward Gaming,Smoggy,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,GLYPH,EDward Gaming,nobody,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,CHICHOO,2,2,0,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,cb,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,ZmjjKK,0,4,-4,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,Smoggy,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,nobody,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,CHICHOO,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,cb,2,1,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,ZmjjKK,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,Smoggy,0,1,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,nobody,0,1,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,CHICHOO,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,cb,0,3,-3,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,ZmjjKK,1,1,0,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,Smoggy,2,2,0,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,nobody,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,bipo,EDward Gaming,CHICHOO,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,bipo,EDward Gaming,cb,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,bipo,EDward Gaming,ZmjjKK,1,4,-3,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,bipo,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,bipo,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,GLYPH,EDward Gaming,CHICHOO,1,0,1,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,GLYPH,EDward Gaming,cb,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,GLYPH,EDward Gaming,ZmjjKK,0,4,-4,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,GLYPH,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,GLYPH,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,CHICHOO,2,0,2,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,cb,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,ZmjjKK,0,2,-2,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,starxo,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,CHICHOO,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,cb,1,0,1,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,ZmjjKK,0,1,-1,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,Minny,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,CHICHOO,1,0,1,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,cb,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,ZmjjKK,0,2,-2,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,All Maps,Gentle Mates,marteen,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,CHICHOO,0,2,-2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,cb,5,5,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,ZmjjKK,2,5,-3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,Smoggy,2,1,1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,nobody,5,0,5,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,CHICHOO,3,0,3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,cb,1,4,-3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,ZmjjKK,4,5,-1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,Smoggy,2,2,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,nobody,0,4,-4,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,CHICHOO,6,3,3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,cb,3,3,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,ZmjjKK,0,5,-5,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,Smoggy,6,2,4,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,nobody,2,2,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,CHICHOO,3,6,-3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,cb,6,2,4,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,ZmjjKK,5,3,2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,Smoggy,4,1,3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,nobody,3,4,-1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,CHICHOO,3,0,3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,cb,0,5,-5,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,ZmjjKK,3,3,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,Smoggy,2,4,-2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,nobody,4,3,1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,CHICHOO,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,cb,0,1,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,ZmjjKK,1,2,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,Smoggy,0,1,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,nobody,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,CHICHOO,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,cb,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,ZmjjKK,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,Smoggy,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,nobody,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,CHICHOO,2,2,0,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,cb,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,ZmjjKK,0,3,-3,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,Smoggy,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,nobody,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,CHICHOO,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,cb,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,ZmjjKK,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,Smoggy,0,1,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,nobody,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,CHICHOO,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,cb,0,2,-2,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,ZmjjKK,0,1,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,Smoggy,1,1,0,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,nobody,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,CHICHOO,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,cb,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,ZmjjKK,0,3,-3,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,bipo,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,CHICHOO,1,0,1,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,cb,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,ZmjjKK,0,3,-3,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,GLYPH,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,CHICHOO,1,0,1,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,cb,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,ZmjjKK,0,2,-2,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,starxo,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,CHICHOO,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,cb,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,ZmjjKK,0,1,-1,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,Minny,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,CHICHOO,1,0,1,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,cb,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,ZmjjKK,0,1,-1,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,Smoggy,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,marteen,EDward Gaming,nobody,,,,Op Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,CHICHOO,1,4,-3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,cb,2,2,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,ZmjjKK,4,4,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,Smoggy,1,3,-2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,nobody,3,1,2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,CHICHOO,5,4,1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,cb,3,3,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,ZmjjKK,1,1,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,Smoggy,5,3,2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,nobody,6,2,4,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,CHICHOO,3,2,1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,cb,1,3,-2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,ZmjjKK,1,3,-2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,Smoggy,0,2,-2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,nobody,2,0,2,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,Minny,EDward Gaming,CHICHOO,3,2,1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,Minny,EDward Gaming,cb,8,5,3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,Minny,EDward Gaming,ZmjjKK,4,1,3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,Minny,EDward Gaming,Smoggy,0,1,-1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,Minny,EDward Gaming,nobody,1,2,-1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,marteen,EDward Gaming,CHICHOO,2,1,1,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,marteen,EDward Gaming,cb,2,2,0,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,marteen,EDward Gaming,ZmjjKK,5,2,3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,marteen,EDward Gaming,Smoggy,7,3,4,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,marteen,EDward Gaming,nobody,4,1,3,All Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,CHICHOO,1,2,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,cb,0,1,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,ZmjjKK,3,2,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,Smoggy,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,bipo,EDward Gaming,nobody,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,CHICHOO,1,0,1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,cb,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,ZmjjKK,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,Smoggy,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,GLYPH,EDward Gaming,nobody,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,CHICHOO,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,cb,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,ZmjjKK,0,1,-1,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,Smoggy,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,starxo,EDward Gaming,nobody,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,Minny,EDward Gaming,CHICHOO,,,,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,Minny,EDward Gaming,cb,1,1,0,First Kills
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,Minny,EDward Gaming,ZmjjKK,1,0,1,First Kills
