Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,ENVY,omen,0,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,ENVY,iso,0,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,ENVY,waylay,0,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,ENVY,astra,0,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,FURIA,waylay,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,FURIA,astra,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,FURIA,sova,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,FURIA,omen,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,FURIA,tejo,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,G2 Esports,astra,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,G2 Esports,yoru,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,G2 Esports,tejo,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,G2 Esports,jett,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,G2 Esports,breach,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Evil Geniuses,astra,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Evil Geniuses,sova,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Evil Geniuses,yoru,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Evil Geniuses,veto,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Evil Geniuses,breach,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,KRÜ Esports,sova,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,KRÜ Esports,yoru,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,KRÜ Esports,omen,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,KRÜ Esports,chamber,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,KRÜ Esports,kayo,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,KRÜ Esports,waylay,1,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,KRÜ Esports,astra,1,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,KRÜ Esports,brimstone,1,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Sentinels,waylay,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Sentinels,astra,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Sentinels,yoru,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Sentinels,tejo,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,Sentinels,breach,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,LOUD,astra,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,LOUD,sova,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,LOUD,yoru,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,LOUD,chamber,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,LOUD,harbor,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,LOUD,waylay,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,LOUD,kayo,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,100 Thieves,waylay,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,100 Thieves,omen,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,100 Thieves,fade,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,100 Thieves,veto,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,100 Thieves,sage,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,MIBR,viper,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,MIBR,waylay,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,MIBR,sova,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,MIBR,omen,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,MIBR,kayo,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Cloud9,waylay,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Cloud9,astra,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Cloud9,fade,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Cloud9,veto,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Cloud9,sage,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Mega Minors,viper,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Mega Minors,waylay,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Mega Minors,sova,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Mega Minors,omen,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Mega Minors,kayo,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,ENVY,viper,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,ENVY,waylay,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,ENVY,yoru,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,ENVY,omen,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,ENVY,fade,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,G2 Esports,viper,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,G2 Esports,yoru,0,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,G2 Esports,omen,0,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,G2 Esports,fade,0,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,G2 Esports,tejo,0,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,G2 Esports,waylay,2,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,G2 Esports,astra,2,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,G2 Esports,skye,2,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,G2 Esports,iso,2,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Evil Geniuses,viper,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Evil Geniuses,waylay,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Evil Geniuses,sova,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Evil Geniuses,yoru,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Evil Geniuses,omen,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,LEVIATÁN,viper,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,LEVIATÁN,waylay,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,LEVIATÁN,omen,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,LEVIATÁN,fade,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,LEVIATÁN,chamber,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Sentinels,viper,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Sentinels,waylay,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Sentinels,omen,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Sentinels,fade,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Sentinels,tejo,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Sentinels,sova,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,Sentinels,neon,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,viper,3,1,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,waylay,3,1,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,chamber,3,1,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,skye,3,1,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,brimstone,3,1,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,viper,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,yoru,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,fade,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,brimstone,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,raze,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,viper,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,chamber,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,skye,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,brimstone,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,raze,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Mega Minors,viper,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Mega Minors,waylay,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Mega Minors,tejo,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Mega Minors,skye,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Mega Minors,brimstone,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,ENVY,viper,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,ENVY,waylay,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,ENVY,yoru,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,ENVY,skye,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,ENVY,brimstone,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,FURIA,viper,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,FURIA,waylay,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,FURIA,astra,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,FURIA,yoru,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,FURIA,fade,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,FURIA,brimstone,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,G2 Esports,viper,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,G2 Esports,waylay,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,G2 Esports,chamber,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,G2 Esports,skye,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,G2 Esports,brimstone,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Evil Geniuses,viper,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Evil Geniuses,waylay,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Evil Geniuses,yoru,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Evil Geniuses,fade,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Evil Geniuses,brimstone,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LEVIATÁN,viper,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LEVIATÁN,waylay,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LEVIATÁN,yoru,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LEVIATÁN,fade,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LEVIATÁN,brimstone,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,KRÜ Esports,viper,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,KRÜ Esports,waylay,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,KRÜ Esports,chamber,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,KRÜ Esports,skye,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,KRÜ Esports,brimstone,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,viper,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,waylay,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,chamber,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,skye,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,brimstone,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,viper,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,yoru,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,fade,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,tejo,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,brimstone,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,100 Thieves,waylay,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,100 Thieves,astra,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,100 Thieves,fade,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,100 Thieves,chamber,1,1,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,100 Thieves,kayo,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,100 Thieves,veto,1,1,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Cloud9,astra,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Cloud9,chamber,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Cloud9,neon,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Cloud9,kayo,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Cloud9,tejo,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Mega Minors,waylay,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Mega Minors,astra,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Mega Minors,sova,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Mega Minors,tejo,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Mega Minors,killjoy,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,ENVY,astra,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,ENVY,sova,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,ENVY,yoru,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,ENVY,neon,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,ENVY,killjoy,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,FURIA,astra,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,FURIA,fade,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,FURIA,chamber,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,FURIA,neon,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,FURIA,kayo,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,G2 Esports,astra,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,G2 Esports,sova,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,G2 Esports,yoru,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,G2 Esports,veto,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,G2 Esports,phoenix,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Evil Geniuses,waylay,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Evil Geniuses,astra,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Evil Geniuses,sova,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Evil Geniuses,yoru,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Evil Geniuses,killjoy,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LEVIATÁN,waylay,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LEVIATÁN,astra,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LEVIATÁN,chamber,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LEVIATÁN,kayo,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LEVIATÁN,tejo,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,KRÜ Esports,astra,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,KRÜ Esports,yoru,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,KRÜ Esports,fade,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,KRÜ Esports,neon,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,KRÜ Esports,killjoy,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Sentinels,waylay,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Sentinels,astra,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Sentinels,sova,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Sentinels,yoru,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,Sentinels,killjoy,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LOUD,astra,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LOUD,yoru,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LOUD,fade,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LOUD,tejo,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,LOUD,killjoy,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,100 Thieves,viper,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,100 Thieves,astra,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,100 Thieves,sova,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,100 Thieves,kayo,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,100 Thieves,jett,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,MIBR,viper,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,MIBR,astra,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,MIBR,sova,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,MIBR,yoru,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,MIBR,jett,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Cloud9,viper,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Cloud9,sova,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Cloud9,yoru,0,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Cloud9,neon,0,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Cloud9,breach,0,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Cloud9,astra,1,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Cloud9,jett,1,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Cloud9,kayo,1,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Mega Minors,viper,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Mega Minors,astra,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Mega Minors,sova,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Mega Minors,yoru,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Mega Minors,neon,1,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,ENVY,viper,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,ENVY,astra,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,ENVY,sova,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,ENVY,yoru,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,ENVY,jett,2,0,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,FURIA,viper,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,FURIA,astra,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,FURIA,sova,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,FURIA,yoru,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,FURIA,jett,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,G2 Esports,viper,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,G2 Esports,astra,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,G2 Esports,sova,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,G2 Esports,yoru,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,G2 Esports,neon,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LEVIATÁN,viper,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LEVIATÁN,astra,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LEVIATÁN,sova,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LEVIATÁN,yoru,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LEVIATÁN,jett,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,KRÜ Esports,viper,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,KRÜ Esports,sova,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,KRÜ Esports,chamber,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,KRÜ Esports,kayo,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,KRÜ Esports,jett,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,KRÜ Esports,astra,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,KRÜ Esports,yoru,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,KRÜ Esports,neon,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Sentinels,viper,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Sentinels,astra,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Sentinels,yoru,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Sentinels,neon,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,Sentinels,skye,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LOUD,viper,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LOUD,astra,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LOUD,sova,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LOUD,kayo,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,LOUD,jett,1,0,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,viper,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,waylay,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,omen,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,skye,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,sage,2,2,4
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,MIBR,viper,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,MIBR,yoru,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,MIBR,omen,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,MIBR,fade,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,MIBR,raze,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,viper,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,omen,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,chamber,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,skye,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,raze,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Mega Minors,viper,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Mega Minors,waylay,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Mega Minors,astra,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Mega Minors,tejo,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Mega Minors,skye,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,ENVY,viper,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,ENVY,yoru,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,ENVY,omen,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,ENVY,skye,0,1,1
