Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,T1,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,T1,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,T1,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,T1,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,DetonatioN FocusMe,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,DetonatioN FocusMe,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,DetonatioN FocusMe,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,DetonatioN FocusMe,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,Global Esports,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,Global Esports,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,Global Esports,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,Global Esports,veto,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Breeze,Global Esports,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,DetonatioN FocusMe,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,DetonatioN FocusMe,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,DetonatioN FocusMe,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,DetonatioN FocusMe,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,DetonatioN FocusMe,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,Global Esports,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,Global Esports,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,Global Esports,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,Global Esports,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Pearl,Global Esports,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DetonatioN FocusMe,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DetonatioN FocusMe,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DetonatioN FocusMe,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DetonatioN FocusMe,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DetonatioN FocusMe,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,Global Esports,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,Global Esports,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,Global Esports,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,Global Esports,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,Global Esports,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DRX,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DRX,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DRX,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DRX,tejo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,DRX,skye,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,T1,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,T1,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,T1,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,DRX,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,DRX,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,DRX,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,DRX,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,DRX,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,tejo,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,phoenix,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,kayo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,tejo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,chamber,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,tejo,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,skye,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,vyse,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,cypher,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,tejo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,Gen.G,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,Gen.G,sova,1,0,1
